,United States,Armenia,Bulgaria,Canada,Croatia,Czechia,Finland,France,Ghana,Hungary,Jamaica,Japan,South Korea,Moldova,Mongolia,Morocco,Netherlands,Poland,Romania,Slovakia,Slovenia,Sweden,Ukraine,United Arab Emirates,United Kingdom
2038,1445.4369872893913,3.4658714084627813,30.83688831529588,154.1469726963879,0.0,58.132967461946,47.004710074773605,558.061500082645,0.0,29.637884152368215,0.0,96.98819611682065,315.82519029116526,0.0,0.0,0.0,7.756058178938331,0.0,20.81396289082243,29.806494112779916,10.472551985571322,96.29502183512808,118.51406772938137,37.65622449194697,89.400747898294
2039,1503.2776772293173,3.6045619188561027,32.07085901857916,160.31532685593518,0.0,60.45921964438101,48.88565326708087,580.3929212912734,0.0,30.823875435839753,0.0,100.86928137252997,328.4632693409523,0.0,0.0,0.0,8.066425050845547,0.0,21.646855631616916,30.99923250216248,10.89162223048952,100.14836898875873,123.2565335063984,39.16307814540955,92.97821338800713
2040,1563.432923557482,3.748802276721028,33.35420836477196,166.73051423167902,0.0,62.87855926846135,50.84186439077329,603.6179579403566,0.0,32.05732541498738,0.0,104.90567235991763,341.6070744916924,0.0,0.0,0.0,8.389211581418948,0.0,22.51307745641655,32.23969957980084,11.327462014524619,104.15591190457341,128.18877406776878,40.73023014167171,96.69883494331214
2041,1625.9953456959543,3.898814565074417,34.68891229249994,173.40241211585027,0.0,65.39471132662656,52.87635537173898,627.7723689969553,0.0,33.34013319971744,0.0,109.1035838021095,355.27684290824067,0.0,0.0,0.0,8.724914756436801,0.0,23.413962063771226,33.529805259639986,11.780742388522155,108.32382088909459,133.3183834522203,42.36009338270042,100.56834110559522
2042,1691.061269330945,4.054829753819956,36.077025809662956,180.34129305097616,0.0,68.01154987082876,54.992258661266305,652.8933443610206,0.0,34.67427389482794,0.0,113.46947911095086,369.49362156700977,0.0,0.0,0.0,9.07405144908898,0.0,24.350896521589025,34.87153588285161,12.252161256137052,112.65851316018686,138.65325958197317,44.05517732528708,104.59268964988554
2043,1758.7308747228856,4.217088055366331,37.520686157475566,187.55784064623873,0.0,70.73310397730661,57.19283205899526,679.0195621256878,0.0,36.06180164102451,0.0,118.0100803385486,384.2792996614357,0.0,0.0,0.0,9.437159215792759,0.0,25.325323402767527,36.26695727615044,12.742444448377181,117.16666272747533,144.20161642295895,45.81809184479094,108.77807675788176
2044,1829.1083509512941,4.385839294475846,39.02211610112023,195.06316602674195,0.0,73.56356395004622,59.48146372886431,706.1912481288999,0.0,37.504852777625885,0.0,122.7323785270349,399.6566423041828,0.0,0.0,0.0,9.814797123854055,0.0,26.338743006284673,37.71821793249227,13.252346841145934,121.85521066813972,149.97199663164432,47.65155125349433,113.13094655804723
2045,1902.3020563319087,4.561343292912917,40.58362735207925,202.86882494101337,0.0,76.5072877724799,61.861677415775716,734.4502378880538,0.0,39.00564913182829,0.0,127.64364447248741,415.6493255779781,0.0,0.0,0.0,10.207546612248363,0.0,27.39271566716892,39.22755231905108,13.782653517504434,126.7313758139048,155.9732847079303,49.558378479756556,117.65800104746182
2046,1978.4246852530882,4.743870269484685,42.20762412741509,210.986835553081,0.0,79.56880781735663,64.33713787101121,763.8400410130258,0.0,40.56650143959335,0.0,132.75143991957952,432.28197298904223,0.0,0.0,0.0,10.616012386846807,0.0,28.48886415890532,40.797284317568284,14.33418097644291,131.80266586568257,162.21472067437898,51.54150941440117,122.36621041070764
2047,2057.593441688341,4.93370125608968,43.89660685147899,219.4296969465183,0.0,82.75283782511501,66.91165649475138,794.4059081967533,0.0,42.18981290342634,0.0,138.06362920419608,449.5801933792423,0.0,0.0,0.0,11.040823351465553,0.0,29.6288761919764,42.42983080237124,14.90777839002233,137.07688895297812,168.70591430282872,53.60399743102842,127.26282375167541
2048,2139.930219652148,5.13112853041511,45.65317600574741,228.2104083689488,0.0,86.06428016150318,69.58919720438655,826.1949008865151,0.0,43.87808289252273,0.0,143.5883913619407,467.57062035534017,0.0,0.0,0.0,11.48263357617219,0.0,30.814507012384794,44.127705361569944,15.504328910821872,142.56216565585765,175.45685991030263,55.749018087212825,132.3553802548157
2049,2225.561790876911,5.336456065948992,47.480036132713735,237.3424892466395,0.0,89.50823336562013,72.37388253765417,859.2559637431815,0.0,45.63391079098003,0.0,149.334232721178,486.28095329604383,0.0,0.0,0.0,11.942123304339905,0.0,32.047582104158536,45.89352216716133,16.124751031705333,148.2669415079882,182.47795174699093,57.97987401382419,137.6517207930194
2050,2314.619999999994,5.5499999999999865,49.37999999999988,246.83999999999938,0.0,93.08999999999978,75.26999999999981,893.6399999999977,0.0,47.45999999999988,0.0,155.3099999999996,505.73999999999876,0.0,0.0,0.0,12.419999999999968,0.0,33.32999999999991,47.72999999999988,16.769999999999957,154.19999999999962,189.77999999999952,60.299999999999855,143.15999999999963
